,arch,total params,train loss,valid loss,mae_valid,rmse_valid,time,epochs
0,TransformerGRUPlus,792705,1.5653059482574463,1.6044716835021973,2.0488085746765137,2.6017439365386963,16,50
1,TransformerGRUPlus,792705,0.9258619546890259,0.9158461093902588,1.3275591135025024,1.7521567344665527,33,100
2,TransformerGRUPlus,792705,0.8449820876121521,0.8191166520118713,1.224185824394226,1.6305228471755981,50,150
3,TransformerGRUPlus,792705,0.8173390626907349,0.7944416999816895,1.1972808837890625,1.6002117395401,66,200
4,TransformerGRUPlus,792705,0.8228096961975098,0.7854644656181335,1.1875239610671997,1.5891307592391968,84,250
5,TransformerGRUPlus,792705,0.8131073713302612,0.778920590877533,1.180238127708435,1.5822992324829102,103,300
6,TransformerGRUPlus,792705,0.8165735006332397,0.7768785357475281,1.1783970594406128,1.5798033475875854,120,350
7,TransformerGRUPlus,792705,0.8188021183013916,0.7740597724914551,1.1751654148101807,1.5770225524902344,138,400
8,TransformerGRUPlus,792705,0.8072025775909424,0.7717300653457642,1.1726148128509521,1.57474684715271,209,600
9,TransformerGRUPlus,792705,0.8132715821266174,0.77071613073349,1.1711539030075073,1.5747313499450684,156,450
10,TransformerGRUPlus,792705,0.8157066106796265,0.7699215412139893,1.1703157424926758,1.5737828016281128,173,500
11,TransformerGRUPlus,792705,0.811523973941803,0.7695187330245972,1.1697137355804443,1.5736292600631714,192,550
