TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2002,25.829,0.923288,25.122,0.925,0.973599,26.426,1.777,0.880717,25.932,25.215,0.739,26.538,1.268,25.832,0.923288,25.117,0.937,0.973599,26.436,1.72,0.880717,217.008,0.949886,207.126,215.66,0.949886,-9999,-9999,413.724,413.724,0.0,457.609,0.920662,474.206,459.096,0.920662,5.791,1.0,5.892,5.791,1.0,97.818,97.749,0.989384,2335.608,2335.608,0.0,1.889,2.136,0.871119,0.328146013458,0.817808219178,137.771390074,0.714269406393,423.162440219,0.896347031963,380.841,0.952397,-9999,1.0,86.3779,0.999772,-9999,0.394133,21.7847,0.998858,-9999,0.172965,-9999,-9999,10.9014,12.6575,202.542,281.688,0.928881,0.918607,14.1098,14.5435,118.921,90.4288,255.211,325.181,0.919749,0.90879,14.0433,14.3495,118.913,90.3978,237.257,292.427,0.912754,0.902891,17.8755,12.1705,20.9992,104.201,147.693,248.719,333.455,340.362,367.489,119.001,188.395,239.737,319.171,344.557,366.898,369.253,0.941895,0.937215,0.932192,0.923744,0.894749,0.885616,0.860046,0.934132,0.930822,0.925457,0.913014,0.906164,0.868721,0.881164,8.68117,9.11848,1.45378,1.18782,0.99726,0.991781,0.0484748,0.0504019,0.711258,0.499463,-6.3584,-6.34266,9.31176,9.32801,0.871022,0.856691,0.0553293,0.0566733,0.0666785,0.0686412,8.95753,9.33535,1.21831,1.07409,0.992279,0.980324,0.0469759,0.0488838,0.711158,0.499312,-6.33553,-6.31419,9.31635,9.35863,0.858377,0.848261,0.055904,0.0563005,0.0671562,0.0683337,7.70531,8.16623,8.41682,8.91965,9.40711,9.58544,9.64231,8.25405,8.6332,8.87772,9.29608,9.58073,9.62703,9.70566,0.998506,0.997509,0.995019,0.993026,0.959153,0.927771,0.940971,0.996513,0.99726,0.99477,0.9868,0.942964,0.94122,0.925031,-6.46072,-6.40662,-6.3992,-6.3584,-6.33457,-6.3322,-6.32093,-6.46963,-6.39994,-6.38376,-6.34307,-6.33319,-6.32248,-6.31294,0.897366,0.888725,0.88746,0.871022,0.840253,0.846365,0.846786,0.793467,0.875659,0.878609,0.868282,0.864278,0.852266,0.847418,3520.09,3615.15,3529.44,34.6169,3167.05,3264.44,3361.37,3566.49,3657.88,3731.26,3896.53,3287.72,3408.71,3405.03,43.3824,2936.89,3150.12,3177.4,3346.82,3615.15,3667.2,3875.6,3213.75,3289.97,3237.01,23.997,3001.04,3077.78,3112.77,3247.83,3298.35,3397.9,3527.55,3072.37,3153.49,3167.77,26.9146,2915.89,3004.6,3043.55,3103.68,3276.52,3328.53,3504.12,4222.27,4435.41,4327.42,53.8549,3750.57,3876.78,3999.22,4376.92,4520.94,4641.49,4855.15,3789.81,4376.92,4141.08,64.5896,3512.35,3721.92,3772.9,4042.9,4435.41,4519.98,4757.66,3628.93,3654.87,3592.71,24.5123,3327.8,3384.17,3440.74,3608.24,3682.77,3729.42,3830.38,3326.11,3623.43,3508.87,30.1889,3217.42,3320.18,3336.49,3479.5,3654.87,3689.2,3803.9,-9999,-9999
2003,25.828,0.977626,25.087,0.966,1.0,26.454,1.758,0.958693,25.851,25.16,0.689,26.436,1.2,25.827,0.977626,25.087,0.966,1.0,26.452,1.753,0.958693,210.406,0.953425,198.945,209.457,0.953425,-9999,-9999,414.569,414.569,0.0,463.373,0.953196,474.44,463.644,0.953196,5.619,1.0,5.483,5.619,1.0,97.813,97.768,0.99532,2458.681,2458.681,0.0,1.904,2.136,0.913242,0.309561630183,0.888584474886,131.700711021,0.900456621005,406.282749201,0.896689497717,383.551,0.976256,-9999,1.0,85.9239,0.999772,-9999,0.393247,19.3405,0.999658,-9999,0.159201,-9999,-9999,10.3753,12.6685,-6.81409,20.2223,0.909361,0.900799,15.0434,15.0657,101.341,78.4475,44.2333,78.976,0.898402,0.889726,15.3973,16.2317,101.394,78.6798,2.98785,33.2066,0.886301,0.87657,15.215,11.191,-191.433,-108.852,-81.0524,19.4776,71.3112,91.5844,108.782,-107.829,-66.1607,-7.12175,56.9227,84.004,87.8137,106.389,0.933904,0.927854,0.923516,0.900799,0.892694,0.885616,0.848402,0.927397,0.922032,0.909361,0.834361,0.812557,0.840753,0.848059,8.27858,8.46679,1.29799,1.16562,0.950934,0.942217,0.0492161,0.0489976,0.684067,0.569527,-7.03816,-7.06564,9.64658,9.60842,0.874183,0.865753,0.0603717,0.0604952,0.132495,0.140831,8.60675,8.85554,1.16576,1.04972,0.939477,0.931009,0.0508972,0.0582757,0.68419,0.5704,-7.06704,-7.10822,9.62454,9.62423,0.863646,0.854795,0.061074,0.0611706,0.132817,0.141123,7.2177,7.68214,7.8439,8.46362,8.91267,9.04673,9.14637,7.69033,7.94015,8.27685,8.80344,8.98941,9.07498,9.13856,0.973599,0.97061,0.969614,0.942217,0.852055,0.92005,0.866999,0.97061,0.969863,0.950934,0.931756,0.914321,0.859527,0.807472,-7.34998,-7.26678,-7.20618,-7.08509,-7.03331,-7.03089,-7.02845,-7.35493,-7.28713,-7.21572,-7.10083,-7.03935,-7.03277,-7.02713,0.799157,0.819389,0.838356,0.85922,0.871654,0.872708,0.886828,0.80274,0.818967,0.838988,0.853741,0.872708,0.890832,0.876712,3401.24,3421.33,3370.68,33.6642,3006.21,3119.47,3156.0,3418.48,3519.58,3591.67,3646.23,3148.6,3281.4,3294.87,40.0097,2852.22,3026.94,3069.62,3278.92,3483.28,3584.85,3653.5,3332.91,3342.36,3337.48,23.6285,3102.59,3156.64,3178.9,3337.64,3452.31,3510.89,3547.73,3259.44,3237.16,3291.88,25.8334,3043.65,3123.4,3156.45,3259.44,3447.59,3498.65,3545.74,4120.29,4146.99,4253.96,48.3809,3694.66,3903.44,3986.09,4314.0,4451.89,4541.46,4637.4,3903.44,4231.46,4147.49,62.5353,3431.37,3685.81,3794.67,4147.04,4443.85,4555.88,4708.95,3676.46,3627.24,3679.3,23.9989,3332.65,3514.29,3550.94,3705.27,3796.39,3814.86,3862.09,3514.29,3658.15,3617.36,30.7581,3278.51,3364.69,3456.62,3629.61,3773.6,3814.86,3867.24,-9999,-9999
2004,26.012,0.961862,25.118,0.982,1.0,26.769,1.965,0.929592,25.552,24.915,0.624,26.091,1.073,25.98,0.961862,25.118,0.982,1.0,26.71,1.923,0.929592,217.058,0.935337,182.229,213.249,0.935337,-9999,-9999,415.904,415.904,0.0,462.37,0.934995,474.809,463.578,0.934995,5.16,1.0,5.054,5.16,1.0,97.797,97.831,0.746129,2850.217,2850.217,0.0,1.755,2.079,0.876708,0.301892330772,0.820924408015,131.749079947,0.858492714026,409.677234381,0.878301457195,385.223,0.932263,-9999,1.0,87.4681,0.999317,-9999,0.357378,19.3167,0.999203,-9999,0.156139,-9999,-9999,10.7623,11.8087,-146.142,-135.88,0.865893,0.862591,15.0272,15.0068,78.667,73.4133,-95.5093,-93.8884,0.85189,0.845742,15.5383,15.7803,78.7663,73.5753,-119.733,-112.363,0.842233,0.842737,11.864,10.7688,-287.722,-197.889,-160.868,-98.4052,-63.6261,-43.4521,-31.2831,-264.686,-183.753,-157.207,-92.7321,-62.1906,-40.0264,-29.6931,0.898793,0.886043,0.869308,0.853825,0.76036,0.828438,0.815005,0.89424,0.883424,0.869649,0.852801,0.836862,0.828097,0.818534,7.91278,7.97128,1.04444,1.04037,0.958271,0.952062,0.046892,0.0472643,0.58445,0.522784,-7.40579,-7.40541,9.47619,9.4651,0.787726,0.786885,0.0617493,0.0615071,0.161734,0.148622,8.18335,8.2113,0.982365,0.961431,0.945107,0.935171,0.0503541,0.0506452,0.584738,0.5231,-7.38863,-7.40439,9.48332,9.48,0.773014,0.770071,0.063314,0.0641181,0.162338,0.149722,6.95201,7.45669,7.72699,8.17235,8.57999,8.62182,8.69866,7.09903,7.55448,7.74449,8.20886,8.57853,8.59577,8.67947,0.977397,0.970939,0.9692,0.946349,0.871585,0.798559,0.89692,0.97541,0.969449,0.959016,0.932191,0.873075,0.764779,0.900894,-7.64504,-7.58018,-7.48822,-7.40793,-7.30177,-7.28121,-7.26838,-7.61845,-7.56003,-7.47828,-7.40541,-7.31718,-7.28943,-7.27475,0.70744,0.733712,0.748844,0.779109,0.817991,0.801387,0.807692,0.711433,0.737915,0.749685,0.786885,0.794031,0.821564,0.803069,3291.46,3270.55,3249.4,41.9202,2734.12,2942.0,3021.12,3271.0,3512.0,3545.93,3572.97,3166.46,3284.16,3230.02,45.7731,2686.6,2875.45,3013.81,3276.71,3483.44,3545.93,3585.79,3384.19,3364.44,3361.77,31.5584,2998.8,3125.75,3171.51,3365.16,3569.92,3593.59,3612.86,3407.99,3379.67,3349.75,34.3423,2974.32,3073.34,3171.19,3364.7,3549.09,3590.98,3617.16,3814.85,3877.98,3876.77,66.2913,3178.64,3392.96,3593.77,3814.85,4243.21,4358.86,4455.1,3619.52,3667.99,3851.99,67.1021,3167.11,3310.21,3548.7,3809.71,4192.44,4369.32,4435.75,3617.04,3536.33,3514.94,30.2894,3197.58,3272.69,3401.14,3479.98,3679.15,3735.4,3785.05,3405.7,3417.08,3498.35,29.9152,3193.28,3224.39,3363.13,3520.51,3639.6,3691.78,3766.84,-9999,-9999
2005,26.251,0.916553,25.451,0.948,0.979826,26.927,1.867,0.863014,25.866,25.235,0.612,26.4,1.096,26.196,0.916553,25.427,0.961,0.979826,26.847,1.809,0.863014,176.808,0.581849,187.511,192.979,0.581849,-9999,-9999,417.186,417.186,0.0,484.461,0.572603,475.163,479.093,0.572603,5.858,1.0,5.245,5.858,1.0,97.748,97.748,0.0,2794.713,2794.713,0.0,1.772,2.05,0.822146,0.30723448449,0.762100456621,-9999,-9999,-9999,-9999,387.794,0.904795,-9999,1.0,87.2649,0.997831,-9999,0.261331,21.7352,0.996233,-9999,0.15517,-9999,-9999,10.337,5.38904,-102.269,-113.12,0.765068,0.77032,15.6478,15.6385,61.7238,68.874,-68.6585,-65.5374,0.740868,0.743836,16.2357,16.4087,61.8755,69.053,-104.378,-105.269,0.728319,0.736464,9.17883,9.08421,-233.564,-175.492,-139.398,-76.9797,-61.0536,-56.0772,-51.2129,-225.613,-189.885,-147.058,-77.1649,-61.2836,-55.735,-49.2938,0.81347,0.792694,0.778653,0.750457,0.698402,0.677169,0.687329,0.81153,0.796233,0.782991,0.635616,0.699087,0.677854,0.673973,8.4489,8.34546,1.00222,1.0785,0.97061,0.971606,0.0445254,0.0447275,0.606058,0.627996,-7.64754,-7.6129,9.368,9.38955,0.591149,0.6,0.0843513,0.0834718,0.233109,0.22202,8.73729,8.73269,0.893795,0.908331,0.951183,0.952428,0.0459066,0.0461939,0.606161,0.628102,-7.72774,-7.70864,9.34106,9.39219,0.562908,0.567334,0.0888387,0.0900331,0.23477,0.224569,7.48422,7.90314,8.13608,8.74929,9.03348,9.11198,9.24264,7.53131,7.8221,8.09265,8.65182,8.95251,9.0749,9.20218,0.975841,0.973599,0.972354,0.952428,0.881694,0.848568,0.731756,0.975841,0.974844,0.971606,0.952179,0.88543,0.872976,0.844583,-8.29406,-7.98449,-7.9519,-7.71826,-7.5973,-7.54986,-7.50996,-8.20485,-7.9581,-7.8871,-7.72742,-7.56441,-7.54664,-7.50757,0.471444,0.500316,0.51275,0.558693,0.610116,0.633298,0.664489,0.479241,0.511275,0.522023,0.560379,0.616017,0.641096,0.663435,3349.45,3441.15,3349.6,38.7548,2898.62,3042.06,3121.01,3368.31,3528.3,3670.59,3688.2,3359.61,3408.48,3369.88,39.7087,2863.07,3042.06,3163.24,3377.78,3550.13,3670.59,3688.2,3426.19,3506.69,3454.86,30.6566,3124.23,3236.07,3285.52,3434.12,3584.96,3727.34,3747.69,3512.92,3477.14,3474.26,31.7175,3096.63,3236.8,3302.64,3461.88,3611.52,3739.27,3752.58,4648.09,4563.52,4301.74,114.409,3146.42,3521.66,3578.54,4572.06,4729.94,4949.1,5442.01,4650.36,5793.55,4320.97,110.757,3134.55,3537.93,3662.02,4570.5,4771.45,4910.5,5463.1,4392.37,4396.44,4176.92,68.2405,3650.9,3688.41,3704.78,4378.81,4494.73,4573.92,4727.18,4422.84,4926.13,4178.84,68.0019,3650.91,3688.83,3713.89,4275.03,4509.31,4606.56,4743.33,-9999,-9999
2006,26.239,0.140183,25.143,0.611,0.170859,27.166,2.325,0.114226,25.728,25.079,0.665,26.277,1.16,25.725,0.140183,25.059,0.673,0.170859,26.289,1.23,0.114226,232.983,0.520205,185.1,185.224,0.520205,-9999,-9999,415.692,415.692,0.0,474.374,0.140183,474.75,474.513,0.140183,5.688,1.0,5.472,5.688,1.0,97.778,97.782,0.0655251,3181.543,3181.543,0.0,1.811,1.833,0.106963,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,85.1707,0.055251,-9999,1.2058,23.0424,0.055251,-9999,0.574798,-9999,-9999,0.857534,1.02466,-471.78,-465.529,0.0515982,0.0517123,67.6283,68.197,175.872,166.597,-585.524,-510.498,0.0513699,0.0515982,67.9416,68.1666,175.993,166.584,-380.426,-394.752,0.0509047,0.05129,25.0016,21.8044,-586.244,-514.509,-472.009,-450.174,-274.573,-189.81,-117.343,-533.951,-514.76,-471.743,-450.635,-322.306,-210.762,-115.218,0.0513699,0.0507991,0.051484,0.0531963,0.0507991,0.0474886,0.0473744,0.053653,0.0511416,0.0515982,0.0530822,0.0505708,0.0506849,0.0476027,9.90958,9.94789,1.35714,1.29485,0.0585305,0.0587796,0.188814,0.190142,0.927052,0.665781,-10.6845,-10.6865,11.2142,11.2172,0.0457323,0.0457323,0.287397,0.288814,0.394969,0.395382,9.09373,9.68526,1.98494,1.47167,0.0585305,0.0585305,0.19103,0.190797,0.927506,0.665968,-10.5486,-10.6834,11.3231,11.216,0.0453109,0.0457323,0.288108,0.289463,0.395487,0.395857,8.88399,9.49201,9.59928,9.93146,10.3983,11.3072,11.7401,8.88399,9.49027,9.51649,9.90861,10.2053,10.7664,11.7196,0.0622665,0.0575342,0.0615193,0.0587796,0.0577833,0.0510585,0.0508095,0.0622665,0.0577833,0.0575342,0.0585305,0.0612702,0.0575342,0.0575342,-10.6875,-10.6864,-10.6847,-10.5059,-10.1502,-10.1445,-10.1369,-10.6865,-10.6846,-10.6833,-10.5017,-10.1458,-10.1445,-10.1369,0.0455216,0.0455216,0.0457323,0.0444679,0.0448894,0.0451001,0.0448894,0.0457323,0.0457323,0.0457323,0.0442571,0.0448894,0.0451001,0.0448894,3889.21,3949.45,3953.61,59.9787,3074.69,3731.88,3807.06,3889.21,4002.17,4360.65,4763.8,3891.48,3769.56,4009.76,68.7989,3074.69,3794.16,3807.06,3906.82,4008.92,4535.32,4762.66,4360.9,4459.95,4348.51,42.4487,3608.64,4182.59,4239.96,4344.61,4377.55,4571.41,4850.01,4355.8,4355.08,4390.19,47.8463,3608.64,4239.96,4295.79,4360.9,4459.95,4721.0,4894.09,5082.39,8140.88,5696.26,288.575,3277.95,3331.35,4292.39,5203.02,6924.03,8141.22,8371.42,5082.39,4678.58,6042.82,274.265,3323.91,4292.39,5082.9,5351.04,8039.46,8178.25,8368.26,4470.91,5869.4,4536.72,123.193,3420.23,3488.51,4015.63,4335.79,5203.7,5389.13,5746.47,4308.14,4109.9,4721.23,124.168,3486.83,4015.63,4088.27,4470.91,5204.58,5641.24,5922.62,-9999,-9999
2007,26.987,0.0,25.52,1.508,0.0,28.227,2.614,0.0,25.895,25.198,0.694,26.485,1.277,25.895,0.0,25.198,0.694,0.0,26.485,1.277,0.0,272.505,0.0,197.744,197.744,0.0,-9999,-9999,415.679,415.679,0.0,466.697,0.0,474.747,474.747,0.0,6.727,0.0,5.668,5.668,0.0,97.761,97.761,0.0,2652.721,2652.721,0.0,1.915,1.915,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,110.347,0.0,-9999,-9999,25.6057,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
