index,GPP
2002-01-01,12.15950385888085
2002-01-02,12.275434039170088
2002-01-03,12.411418865712344
2002-01-04,12.19206869818639
2002-01-05,11.702786702542298
2002-01-06,11.672219540196437
2002-01-07,11.360701826347427
2002-01-08,11.519341089538187
2002-01-09,11.907857885452133
2002-01-10,12.051043748496625
2002-01-11,11.500795702871685
2002-01-12,11.738769721218967
2002-01-13,11.726635558543585
2002-01-14,11.864898325906498
2002-01-15,11.966040529866365
2002-01-16,12.054460892970942
2002-01-17,11.24992783361125
2002-01-18,11.794618652720274
2002-01-19,12.143993108113389
2002-01-20,12.245550287851248
2002-01-21,13.158517978115455
2002-01-22,12.911336780445009
2002-01-23,13.147205072219112
2002-01-24,13.90660483315452
2002-01-25,14.491779376962182
2002-01-26,14.534223253258073
2002-01-27,14.698447835338289
2002-01-28,14.357585767845432
2002-01-29,14.823052691652432
2002-01-30,15.913221705190804
2002-01-31,15.87965615069264
2002-02-01,14.07343567640098
2002-02-02,14.566625158653082
2002-02-03,14.060254063647944
2002-02-04,13.822916163584605
2002-02-05,13.11610136361021
2002-02-06,13.29758031820246
2002-02-07,12.491827051638937
2002-02-08,13.229231976176148
2002-02-09,13.55455112970075
2002-02-10,12.860610798891624
2002-02-11,12.433668202344156
2002-02-12,12.288895994964914
2002-02-13,12.59000473667948
2002-02-14,12.139417885819693
2002-02-15,12.196421109769519
2002-02-16,12.310923006185943
2002-02-17,11.466884119557502
2002-02-18,10.919908033324978
2002-02-19,11.006932801425087
2002-02-20,11.605190604680148
2002-02-21,11.395375529160692
2002-02-22,10.98654861811988
2002-02-23,10.86615066850162
2002-02-24,11.074830563536059
2002-02-25,11.334856032268531
2002-02-26,10.858732463720003
2002-02-27,11.204593242725828
2002-02-28,10.963196120792038
2002-03-01,12.623136502651533
2002-03-02,13.104044363336055
2002-03-03,12.290589573122212
2002-03-04,12.854922121040605
2002-03-05,11.138293367245886
2002-03-06,11.0409483254649
2002-03-07,10.67264767037482
2002-03-08,11.789099502991647
2002-03-09,9.40333112294079
2002-03-10,10.69179269305516
2002-03-11,10.449119220659988
2002-03-12,10.833648045635588
2002-03-13,9.011056676928694
2002-03-14,9.614200567152885
2002-03-15,9.438684931038944
2002-03-16,9.509171343233666
2002-03-17,9.639616334911176
2002-03-18,7.502322927285311
2002-03-19,6.249887903190119
2002-03-20,5.611272435941887
2002-03-21,5.612565710102654
2002-03-22,5.591688253396345
2002-03-23,5.147398402945393
2002-03-24,4.585951635339242
2002-03-25,4.870401358099122
2002-03-26,4.02141370440252
2002-03-27,3.566765452547777
2002-03-28,2.9782799746464277
2002-03-29,2.558410049422027
2002-03-30,2.135447165654549
2002-03-31,2.0429675375588836
2002-04-01,1.272717684097754
2002-04-02,1.7164191255842935
2002-04-03,2.2814045030910304
2002-04-04,2.2190438937278043
2002-04-05,3.134226718384465
2002-04-06,4.44383793026077
2002-04-07,4.475544127805792
2002-04-08,4.057469399749209
2002-04-09,3.949256905968018
2002-04-10,5.7050668839540535
2002-04-11,7.140712042273409
2002-04-12,8.471822213314883
2002-04-13,9.946660996371516
2002-04-14,6.952147997106001
2002-04-15,8.607404368619207
2002-04-16,10.506651746107632
2002-04-17,11.778660239213092
2002-04-18,11.669055481540228
2002-04-19,8.628142660227848
2002-04-20,8.30897933429896
2002-04-21,9.490080020784102
2002-04-22,11.4702400271096
2002-04-23,12.451295935862765
2002-04-24,11.602814692813944
2002-04-25,9.954504704035024
2002-04-26,10.956001816544255
2002-04-27,10.681881635138977
2002-04-28,9.188906421857666
2002-04-29,9.375076115878922
2002-04-30,10.764789281205054
2002-05-01,7.670823283814162
2002-05-02,7.773447967312157
2002-05-03,8.021435447358135
2002-05-04,9.653224421942241
2002-05-05,9.502108093742839
2002-05-06,9.976211890943741
2002-05-07,10.168645307372625
2002-05-08,10.940649621367548
2002-05-09,12.611708452487324
2002-05-10,13.327771527082163
2002-05-11,12.583691492126203
2002-05-12,13.352090035599645
2002-05-13,12.5577668797646
2002-05-14,11.733738382054005
2002-05-15,12.23964078005005
2002-05-16,11.8834038838469
2002-05-17,10.563449956195361
2002-05-18,8.82332685545763
2002-05-19,9.568263617264876
2002-05-20,9.54793197327231
2002-05-21,11.250667653924445
2002-05-22,10.396472931333506
2002-05-23,11.312167886730691
2002-05-24,10.639281481329459
2002-05-25,11.478197273504486
2002-05-26,10.365844963396864
2002-05-27,12.051989291446471
2002-05-28,11.223967404358127
2002-05-29,10.41432918507219
2002-05-30,8.545373977263928
2002-05-31,8.127383937020662
2002-06-01,7.04053518999936
2002-06-02,7.489015985200977
2002-06-03,7.418622626505404
2002-06-04,7.39790771026947
2002-06-05,7.794033562486918
2002-06-06,7.091776025511875
2002-06-07,7.758371810732886
2002-06-08,8.189819981645298
2002-06-09,8.192235886221392
2002-06-10,8.607178880300284
2002-06-11,9.007361452891448
2002-06-12,8.220004764875984
2002-06-13,8.347967076985391
2002-06-14,7.887510044677217
2002-06-15,8.529605923487999
2002-06-16,9.770339822945086
2002-06-17,9.418047472729658
2002-06-18,9.275043153425754
2002-06-19,9.77152047302987
2002-06-20,10.418792882540126
2002-06-21,10.32461336838603
2002-06-22,9.80480423073572
2002-06-23,9.294456638819938
2002-06-24,8.165382356505248
2002-06-25,7.870552175549605
2002-06-26,7.934898222450959
2002-06-27,8.131071793527312
2002-06-28,7.8509938634213015
2002-06-29,8.031044418704816
2002-06-30,8.463064524969393
2002-07-01,7.355066831758111
2002-07-02,7.3499938914862035
2002-07-03,7.366104309010094
2002-07-04,7.353241378885805
